Latence1;Latence2;Latence3;CPU1;RAM1;CPU2;RAM2;CPU3;RAM3;Coord1;Coord2
0.3027743522;0.2496179153;0.2968309555;0.68;0.3;0.19;0.7;0.55;0.4;2;4
0.3323349962;0.1702369760;0.2070387947;0.83;0.7;0.59;0.6;0.84;0.7;5;4
0.5030271434;0.1619530197;0.2265043589;0.58;0.3;0.37;0.5;0.77;0.7;3;0
0.2458074312;0.2722187172;0.1390391867;0.78;0.5;0.27;0.6;0.61;0.3;5;3
0.3059000575;0.1951527419;0.2896421919;0.63;0.5;0.29;0.6;0.36;0.6;1;4
0.5570618394;0.2580053456;0.3132271553;0.45;0.7;0.57;0.3;0.53;0.5;3;1
0.1688648843;0.1137875627;0.3400250888;0.47;0.4;0.70;0.3;0.19;0.6;5;2
0.2057803012;0.2747542988;0.2943051511;0.15;0.3;0.25;0.8;0.38;0.6;4;0
0.1169451135;0.2438441747;0.2132907298;0.62;0.3;0.28;0.5;0.47;0.6;1;3
0.4611780023;0.1654911735;0.3474037224;0.24;0.5;0.22;0.5;0.56;0.4;5;1
0.2354171609;0.1522076463;0.2397706798;0.47;0.6;0.94;0.8;0.25;0.4;0;4
0.1603825537;0.2637526270;0.1417587953;0.63;0.8;0.44;0.6;0.11;0.7;2;1
0.3501100928;0.2461459268;0.1884853909;0.14;0.5;0.66;0.4;0.80;0.4;0;2
0.2694286775;0.2163460104;0.1685771225;0.35;0.3;0.59;0.7;0.42;0.6;2;0
0.1093345269;0.2757754468;0.2634534282;0.68;0.3;0.88;0.4;0.61;0.4;3;2
0.1643934117;0.1695989262;0.1614184009;0.78;0.4;0.36;0.7;0.70;0.7;5;0
0.1737184208;0.2520416318;0.3002998733;0.88;0.7;0.17;0.8;0.79;0.8;1;2
0.2662184600;0.2062415254;0.2036070892;0.58;0.4;0.33;0.4;0.45;0.5;0;0
0.0920134961;0.1338379410;0.2797312206;0.14;0.5;0.72;0.3;0.79;0.3;0;4
0.2941614825;0.1225836327;0.2936237628;0.28;0.4;0.54;0.4;0.77;0.5;0;5
0.4117775083;0.2200461125;0.2560581141;0.74;0.5;0.86;0.6;0.19;0.3;2;5
0.3234572663;0.2182829808;0.3062668598;0.19;0.5;0.14;0.4;0.28;0.6;2;1
0.2801942070;0.2061187814;0.2535669206;0.43;0.6;0.27;0.6;0.37;0.8;0;2
0.1223579757;0.1523833905;0.2013151623;0.61;0.6;0.23;0.3;0.50;0.7;1;3
0.4752592317;0.1973622164;0.0666944732;0.16;0.8;0.73;0.4;0.95;0.5;5;3
0.1577804557;0.2655818514;0.1722186697;0.32;0.6;0.94;0.5;0.32;0.7;4;4
0.2356773606;0.2085518971;0.3616509356;0.75;0.5;0.20;0.6;0.81;0.4;2;2
0.1098341812;0.1471845302;0.1070463181;0.67;0.7;0.97;0.7;0.18;0.8;1;4
0.1564036509;0.1862442076;0.1352602141;0.25;0.3;0.49;0.4;0.52;0.7;0;2
0.4434879341;0.2467228561;0.0976894453;0.62;0.3;0.73;0.6;0.35;0.5;3;1
0.1529533854;0.1602718320;0.2085440390;0.59;0.4;0.21;0.6;0.69;0.4;2;3
0.4752848864;0.1503319506;0.3370935456;0.29;0.6;0.77;0.7;0.30;0.7;0;1
0.4329737466;0.2238620763;0.2455104424;0.87;0.6;0.42;0.4;0.81;0.5;3;0
0.4430431441;0.1194993577;0.2761807826;0.15;0.4;0.41;0.6;0.83;0.7;2;3
0.2451854883;0.2929134403;0.1693013698;0.92;0.6;0.15;0.7;0.95;0.3;2;3
0.1611889880;0.1377739717;0.3087661936;0.11;0.7;0.33;0.5;0.28;0.4;1;3
0.4148880930;0.1620738133;0.1184676382;0.20;0.6;0.11;0.7;0.73;0.4;5;4
0.0815477313;0.1196073150;0.1521456899;0.89;0.6;0.79;0.6;0.26;0.4;5;5
0.1049876882;0.2333705843;0.2329202158;0.46;0.3;0.20;0.7;0.71;0.6;1;2
0.2398424901;0.2848241570;0.3357246401;0.28;0.6;0.50;0.6;0.32;0.8;3;4
0.5349970100;0.2518808053;0.2911484478;0.68;0.3;0.45;0.4;0.23;0.4;4;4
0.3383694244;0.2557641962;0.1177724388;0.40;0.6;0.70;0.7;0.16;0.8;4;1
0.5719607981;0.1693717575;0.2903034337;0.83;0.3;0.56;0.5;0.69;0.5;0;4
0.3668520424;0.2251219023;0.2546188550;0.21;0.8;0.63;0.8;0.17;0.3;2;0
0.4027985413;0.1686871200;0.1254047040;0.20;0.3;0.61;0.8;0.55;0.5;2;1
0.1642584446;0.1108967966;0.1134898410;0.83;0.3;0.28;0.7;0.21;0.4;4;3
0.2373465954;0.1835566430;0.3068539846;0.79;0.6;0.72;0.3;0.77;0.5;5;2
0.2756044023;0.2604471735;0.3572739920;0.36;0.6;0.68;0.6;0.29;0.3;3;0
0.4077759083;0.1697675790;0.3236243251;0.92;0.7;0.12;0.4;0.90;0.6;2;4
0.1261345523;0.2147669674;0.3295289768;0.82;0.4;0.29;0.8;0.71;0.7;5;1
0.1886119732;0.2077594297;0.2389899014;0.54;0.4;0.93;0.5;0.11;0.7;3;5
0.1924114402;0.1355464979;0.1339635222;0.46;0.4;0.85;0.3;0.15;0.5;0;4
0.3457006822;0.1687633728;0.1637240083;0.74;0.3;0.56;0.7;0.74;0.5;1;5
0.0708601337;0.2652954804;0.1644829725;0.45;0.4;0.40;0.6;0.56;0.6;4;0
0.2239663808;0.1393574087;0.2282895006;0.72;0.8;0.56;0.4;0.20;0.8;0;5
0.2174088375;0.2129554118;0.0769452567;0.31;0.5;0.67;0.7;0.53;0.7;1;4
0.1105855385;0.2755759262;0.2974427237;0.29;0.4;0.13;0.8;0.73;0.5;5;5
0.2156523928;0.2032695587;0.0976827872;0.75;0.5;0.21;0.4;0.41;0.7;2;4
0.3741318251;0.2752108957;0.1437932509;0.89;0.7;0.17;0.7;0.26;0.6;0;1
0.5801658132;0.1437673948;0.3625439571;0.86;0.3;0.51;0.7;0.45;0.3;0;5
0.1445077759;0.2871476812;0.0838467112;0.26;0.4;0.66;0.7;0.23;0.7;0;3
0.2733597345;0.2302488904;0.2225671683;0.91;0.5;0.50;0.4;0.10;0.4;4;5
0.1699102687;0.1810147192;0.2306476264;0.53;0.7;0.96;0.4;0.71;0.7;5;3
0.5638062436;0.1125986776;0.2753990142;0.56;0.6;0.33;0.7;0.33;0.8;3;3
0.2396117239;0.1183479785;0.2097672019;0.24;0.6;0.77;0.5;0.83;0.4;5;0
0.3875461023;0.1336938341;0.1356957440;0.91;0.4;0.72;0.7;0.37;0.6;4;4
0.0664496871;0.2282125744;0.3489965042;0.41;0.5;0.65;0.3;0.62;0.5;2;2
0.1577065139;0.1813797175;0.1979047085;0.49;0.3;0.68;0.7;0.45;0.7;1;0
0.1341569476;0.1458045829;0.1579978462;0.33;0.7;0.81;0.7;0.16;0.8;4;2
0.4425124101;0.2595336183;0.2828757396;0.90;0.4;0.81;0.7;0.32;0.5;2;5
0.5802590111;0.1780572374;0.1843802156;0.49;0.6;0.16;0.7;0.87;0.4;4;3
0.4160674712;0.1931070164;0.1750181025;0.71;0.5;0.30;0.5;0.77;0.7;3;0
0.3465755574;0.1354253893;0.2988989691;0.50;0.7;0.36;0.4;0.82;0.5;4;2
0.2594255118;0.2243309984;0.1588973827;0.28;0.6;0.49;0.5;0.73;0.6;1;5
0.0876085660;0.2151957565;0.1805613492;0.50;0.4;0.74;0.5;0.85;0.8;2;3
0.1295069729;0.1270779338;0.1351846951;0.93;0.4;0.70;0.7;0.79;0.6;2;3
0.0785982796;0.2285206009;0.2058849862;0.97;0.5;0.87;0.4;0.56;0.3;0;3
0.1684169394;0.1265916403;0.1872097691;0.64;0.6;0.50;0.3;0.53;0.4;4;4
0.4851470800;0.1825265436;0.3243934551;0.65;0.8;0.49;0.5;0.34;0.6;0;4
0.4497733102;0.1956974509;0.1683674457;0.49;0.4;0.60;0.5;0.15;0.7;2;4
0.5237969284;0.1156417899;0.0850405738;0.59;0.4;0.16;0.7;0.59;0.7;2;4
0.4709031887;0.2106346411;0.0710551229;0.66;0.5;0.91;0.4;0.38;0.6;2;5
0.1654437628;0.1673886400;0.1103075946;0.21;0.4;0.83;0.3;0.78;0.5;3;1
0.4705805517;0.2753299626;0.3490714100;0.81;0.8;0.45;0.6;0.70;0.4;0;4
0.4803957015;0.1096212122;0.3521074750;0.15;0.5;0.81;0.4;0.69;0.5;0;3
0.5350404194;0.1385144763;0.1170917484;0.26;0.5;0.88;0.6;0.21;0.7;5;0
0.2184366340;0.1337655309;0.1816792193;0.70;0.5;0.11;0.4;0.60;0.6;3;5
0.2020559733;0.2601136635;0.1586097491;0.57;0.6;0.97;0.3;0.85;0.6;1;5
0.2740730748;0.2324591676;0.0746705417;0.61;0.3;0.92;0.7;0.28;0.8;1;1
0.2343122625;0.1558640892;0.1263929554;0.17;0.3;0.83;0.4;0.78;0.7;1;4
0.4834712613;0.1748266246;0.2924782372;0.26;0.5;0.34;0.5;0.77;0.3;3;1
0.5114196795;0.2744090915;0.3435857635;0.23;0.7;0.65;0.8;0.27;0.3;0;3
0.5850685111;0.2695698012;0.2125326407;0.97;0.5;0.43;0.6;0.83;0.4;0;4
0.2483096792;0.2533842400;0.3602636813;0.72;0.7;0.46;0.8;0.73;0.5;5;2
0.5821040164;0.1405319917;0.2071318489;0.57;0.6;0.46;0.4;0.84;0.4;2;3
0.5551739269;0.2889567578;0.1938920894;0.50;0.4;0.40;0.5;0.24;0.4;3;4
0.3797486957;0.1899172496;0.2005115438;0.86;0.4;0.97;0.7;0.16;0.5;2;0
0.2079638536;0.2868468736;0.2536500054;0.80;0.6;0.58;0.6;0.90;0.7;4;1
0.3983667351;0.1350976160;0.3093845961;0.40;0.8;0.15;0.6;0.13;0.5;4;1
0.5261930960;0.1529772001;0.1424832066;0.41;0.7;0.38;0.6;0.71;0.6;3;4
0.3917973486;0.1500913468;0.1081232043;0.81;0.6;0.89;0.7;0.94;0.4;0;0
0.4957112719;0.1514845116;0.1040161715;0.60;0.4;0.51;0.4;0.82;0.5;1;4
0.0703978669;0.2068137020;0.2577498541;0.57;0.8;0.33;0.6;0.36;0.7;3;1
0.2782494920;0.1858604733;0.1613998227;0.60;0.4;0.41;0.6;0.19;0.3;4;2
0.3868538284;0.1283759220;0.2397452639;0.33;0.7;0.12;0.6;0.23;0.6;4;3
0.5804419732;0.2455930120;0.1012694459;0.88;0.6;0.27;0.6;0.78;0.8;2;4
0.0920267402;0.1742111202;0.0968519369;0.79;0.3;0.62;0.3;0.11;0.6;2;3
0.4646405544;0.1549177536;0.2563865209;0.56;0.5;0.18;0.8;0.32;0.5;2;5
0.1470002914;0.1280510452;0.2629540223;0.72;0.7;0.88;0.4;0.96;0.4;0;3
0.3727938660;0.1401653113;0.2347894191;0.41;0.7;0.94;0.7;0.50;0.3;2;3
0.1463975866;0.2414705647;0.1265318891;0.81;0.6;0.64;0.4;0.29;0.4;5;2
0.3667637892;0.1339807760;0.3458471841;0.81;0.7;0.26;0.5;0.74;0.7;0;0
0.1504140494;0.1500341188;0.2495261436;0.81;0.5;0.83;0.5;0.92;0.4;4;3
0.4382598180;0.2144167544;0.3288748294;0.51;0.3;0.27;0.5;0.76;0.7;1;3
0.1456689712;0.1880924247;0.1064601505;0.69;0.5;0.51;0.6;0.42;0.5;4;1
0.4260905986;0.1870706592;0.3479436596;0.60;0.5;0.44;0.6;0.55;0.5;3;1
0.5636593180;0.1161444824;0.1957981615;0.24;0.8;0.73;0.6;0.39;0.6;4;1
0.2918537985;0.2251824430;0.1809420439;0.37;0.5;0.27;0.3;0.54;0.4;3;2
0.4386774064;0.2590212000;0.1852235871;0.58;0.7;0.57;0.6;0.70;0.7;4;4
0.3633464792;0.1820321608;0.3208453457;0.18;0.5;0.26;0.5;0.23;0.6;3;5
0.1341590353;0.2448590292;0.1715087537;0.61;0.5;0.14;0.6;0.90;0.7;4;3
0.3737039825;0.1298121882;0.1748586747;0.84;0.7;0.77;0.6;0.38;0.7;4;4
0.3115067478;0.1208836919;0.2490528562;0.43;0.5;0.39;0.6;0.73;0.6;4;1
0.5021088958;0.2049225844;0.1762163286;0.16;0.7;0.70;0.6;0.39;0.8;4;4
0.4546712331;0.2910820213;0.2830963849;0.46;0.6;0.39;0.7;0.38;0.8;1;1
0.4763381845;0.2428499823;0.3484081812;0.23;0.4;0.19;0.5;0.24;0.5;0;2
0.4351358717;0.2165517685;0.3107272187;0.63;0.6;0.15;0.5;0.96;0.3;5;0
0.2738106464;0.2394810565;0.3077369262;0.94;0.7;0.23;0.4;0.25;0.6;2;0
0.0850215871;0.1813773539;0.1647322983;0.48;0.4;0.91;0.5;0.14;0.8;5;2
0.3813086369;0.2089618979;0.2577336093;0.74;0.3;0.53;0.5;0.89;0.8;2;3
0.4118691315;0.1512277361;0.2049550418;0.65;0.5;0.79;0.4;0.12;0.6;0;2
0.0959222204;0.1776365574;0.2646712070;0.55;0.7;0.53;0.3;0.30;0.4;2;5
0.1129482769;0.2322403714;0.3375328526;0.27;0.6;0.79;0.6;0.76;0.8;5;5
0.0856204376;0.1658886543;0.3248823715;0.81;0.3;0.76;0.4;0.95;0.7;1;4
0.3617879376;0.1871012108;0.2905804002;0.83;0.8;0.61;0.5;0.33;0.6;5;5
0.2322902734;0.2184652760;0.1801327001;0.76;0.6;0.11;0.4;0.58;0.6;4;3
0.5055166080;0.2181289481;0.0752201622;0.48;0.4;0.31;0.8;0.91;0.5;2;0
0.1469195780;0.2706441471;0.2589233996;0.26;0.6;0.37;0.4;0.84;0.3;4;4
0.2341389161;0.2038273896;0.3186182551;0.53;0.6;0.16;0.6;0.63;0.7;3;0
0.4501621053;0.1401510180;0.0761004941;0.49;0.6;0.61;0.3;0.76;0.6;1;4
0.5518827594;0.1845203358;0.2815676683;0.78;0.6;0.31;0.6;0.15;0.7;4;3
0.4852821857;0.1461827689;0.3037905585;0.43;0.8;0.66;0.6;0.46;0.3;3;2
0.2464273785;0.2818857715;0.0769068175;0.20;0.5;0.32;0.3;0.82;0.5;5;3
0.2832379598;0.1271740604;0.1595136971;0.53;0.6;0.84;0.6;0.25;0.4;3;5
0.2481073744;0.2029894976;0.2673806624;0.75;0.6;0.20;0.5;0.89;0.7;2;0
0.2687164693;0.2578184195;0.1831453595;0.40;0.7;0.64;0.8;0.15;0.3;3;0
0.1334427382;0.1594672580;0.1296163185;0.33;0.4;0.56;0.6;0.32;0.6;1;2
0.3392551418;0.2414503793;0.2411553015;0.88;0.5;0.81;0.8;0.16;0.8;5;5
0.2468977640;0.1918952856;0.2505075040;0.55;0.5;0.58;0.7;0.19;0.7;3;3
0.1060697811;0.1403069377;0.2437522485;0.48;0.7;0.41;0.5;0.44;0.8;2;5
0.3291227346;0.1355979933;0.2136183488;0.67;0.4;0.29;0.6;0.37;0.8;4;0
0.3703477523;0.1308633627;0.1087709840;0.18;0.4;0.21;0.6;0.79;0.3;0;2
0.3749365054;0.2876453966;0.2274879096;0.61;0.7;0.56;0.4;0.25;0.6;3;4
0.2478391517;0.2500709889;0.1711957567;0.66;0.8;0.12;0.7;0.13;0.7;2;5
0.1062043211;0.2541168988;0.2867176167;0.15;0.8;0.50;0.4;0.93;0.5;0;2
0.3774894789;0.1139981065;0.3458449964;0.77;0.5;0.56;0.4;0.73;0.5;1;3
0.2312109409;0.2856176055;0.2568029702;0.38;0.6;0.74;0.3;0.53;0.7;0;4
0.4055973155;0.1730569759;0.2386619305;0.83;0.6;0.80;0.8;0.23;0.4;2;0
0.3507691714;0.2926442555;0.3417638062;0.73;0.5;0.94;0.4;0.92;0.5;1;1
0.2090051957;0.1669123324;0.1933578404;0.38;0.4;0.52;0.5;0.69;0.5;0;4
0.3526185974;0.1822015445;0.3446290007;0.78;0.4;0.21;0.6;0.25;0.6;1;0
0.2324545821;0.1084398480;0.2334002557;0.46;0.5;0.47;0.4;0.49;0.5;2;1
0.3705493625;0.1522652904;0.2768759838;0.10;0.6;0.12;0.7;0.79;0.7;0;5
0.5812703783;0.2738318434;0.1652323712;0.82;0.5;0.65;0.8;0.48;0.7;4;4
0.4730721100;0.1356505994;0.3591420417;0.23;0.5;0.24;0.4;0.14;0.3;1;4
0.5472704334;0.2315681006;0.3174472606;0.47;0.7;0.49;0.3;0.55;0.5;5;5
0.2499608756;0.1383823592;0.0668069761;0.67;0.5;0.50;0.4;0.56;0.4;5;0
0.4308001717;0.1147886749;0.3564226834;0.60;0.3;0.79;0.3;0.78;0.6;4;1
0.1055094641;0.2921196100;0.1778291816;0.25;0.4;0.32;0.6;0.73;0.3;0;0
0.0695135094;0.2025063608;0.0668284959;0.60;0.4;0.52;0.3;0.45;0.5;0;0
0.1149788342;0.2357741715;0.1961222552;0.42;0.3;0.82;0.6;0.74;0.7;2;1
0.1335004873;0.1340662373;0.2398861322;0.44;0.8;0.28;0.5;0.18;0.6;0;4
0.5062385304;0.1693944495;0.1672894821;0.77;0.4;0.60;0.5;0.91;0.4;0;3
0.2734234931;0.2880699801;0.1487628964;0.65;0.6;0.13;0.5;0.89;0.7;2;3
0.1692943376;0.1210017349;0.2501567291;0.85;0.7;0.76;0.4;0.52;0.4;3;2
0.3361160533;0.2608583483;0.0797150921;0.66;0.4;0.11;0.4;0.57;0.4;3;5
0.3852607974;0.2756400931;0.3247443339;0.61;0.4;0.89;0.7;0.16;0.4;1;5
0.3247493129;0.2171910756;0.3494409740;0.74;0.7;0.83;0.5;0.77;0.8;1;0
0.5096911362;0.2343118545;0.2114924974;0.33;0.7;0.85;0.5;0.55;0.7;4;5
0.2455823227;0.1548304441;0.3618750957;0.51;0.5;0.66;0.7;0.39;0.6;4;4
0.2533828201;0.1790365067;0.3064530831;0.53;0.5;0.80;0.7;0.27;0.6;5;2
0.1695355318;0.2071873170;0.1211494490;0.66;0.6;0.74;0.5;0.37;0.4;2;3
0.4636045830;0.2800214804;0.3370219161;0.35;0.5;0.91;0.6;0.55;0.4;0;0
0.2803845726;0.1454807283;0.2652421161;0.56;0.5;0.24;0.7;0.78;0.6;1;4
0.0609147522;0.2744253202;0.1946127804;0.11;0.7;0.21;0.5;0.56;0.3;2;4
0.5159803849;0.2006908511;0.1844519236;0.44;0.6;0.29;0.7;0.95;0.7;5;0
0.3017490801;0.1716416637;0.3506562217;0.49;0.5;0.12;0.8;0.90;0.4;3;1
0.5757574047;0.1950371226;0.1706773604;0.96;0.5;0.41;0.5;0.53;0.6;0;4
0.4359074630;0.1282821453;0.2064691028;0.50;0.8;0.84;0.6;0.95;0.7;1;4
0.1588919239;0.2548600278;0.3025879720;0.60;0.7;0.90;0.3;0.62;0.8;0;4
0.3344580751;0.2122004476;0.2392877114;0.91;0.6;0.16;0.7;0.48;0.4;2;5
0.0751970860;0.1581117161;0.1628009467;0.32;0.8;0.81;0.4;0.79;0.7;4;5
0.5817695403;0.1965243775;0.2863917418;0.79;0.8;0.83;0.7;0.19;0.6;5;5
0.1805227266;0.2537397262;0.2146305295;0.64;0.5;0.41;0.7;0.30;0.3;3;3
0.2007263867;0.1241783912;0.3219598562;0.59;0.3;0.82;0.3;0.23;0.5;2;1
0.1010172156;0.2322654405;0.2772850035;0.81;0.7;0.10;0.7;0.97;0.7;2;3
0.4747250101;0.2209355326;0.0702263505;0.87;0.5;0.38;0.7;0.64;0.5;1;3
0.2322798463;0.1440773650;0.1479421541;0.24;0.4;0.19;0.5;0.40;0.5;4;1
0.4863533893;0.1506258759;0.1103924307;0.38;0.3;0.40;0.3;0.53;0.5;0;1
0.2070963972;0.1815771858;0.1881315199;0.52;0.8;0.69;0.4;0.46;0.5;3;2
0.3460260572;0.1113584390;0.1532912424;0.40;0.6;0.93;0.6;0.12;0.6;4;2
0.1590362705;0.2511793593;0.3151693789;0.32;0.5;0.80;0.7;0.67;0.4;3;2
0.1575903998;0.2717771682;0.1122453952;0.41;0.7;0.60;0.3;0.91;0.4;2;4
0.5627572691;0.1144789860;0.2236200589;0.62;0.7;0.81;0.5;0.35;0.5;4;0
0.1961135161;0.2114278381;0.3561750500;0.33;0.5;0.18;0.8;0.71;0.5;3;4
0.0802784475;0.1247274957;0.0698567306;0.35;0.8;0.93;0.3;0.86;0.3;0;5
0.5832173800;0.2802730754;0.0701232315;0.35;0.5;0.80;0.8;0.27;0.5;4;3
0.1366131552;0.2299319539;0.3047059133;0.60;0.7;0.62;0.5;0.87;0.5;3;5
0.0673507965;0.2635504065;0.1134671755;0.55;0.7;0.23;0.3;0.48;0.5;3;5
0.1788795031;0.2656580341;0.2832744541;0.24;0.4;0.25;0.7;0.83;0.6;4;0
0.2942568003;0.1772789499;0.0812738178;0.15;0.5;0.44;0.7;0.81;0.7;1;4
0.0893532963;0.1877456735;0.2216215048;0.45;0.4;0.72;0.7;0.29;0.6;1;2
0.2226779451;0.1899410827;0.2066277889;0.70;0.5;0.95;0.3;0.27;0.5;4;1
0.2734259628;0.1368156540;0.1077512766;0.24;0.6;0.83;0.7;0.55;0.3;0;0
0.2708674496;0.2922811332;0.3479839433;0.33;0.4;0.58;0.8;0.74;0.7;5;2
0.2204929546;0.2712093915;0.3347844040;0.86;0.6;0.77;0.4;0.47;0.3;4;1
0.2173999704;0.2119413572;0.1199993039;0.67;0.3;0.68;0.4;0.71;0.3;3;4
0.1719915494;0.2475364789;0.3191303828;0.97;0.5;0.82;0.5;0.19;0.6;2;1
0.2516488353;0.1181084867;0.2169513653;0.44;0.5;0.63;0.5;0.59;0.8;4;2
0.5722649817;0.1382903445;0.3105780437;0.96;0.3;0.35;0.5;0.31;0.6;1;0
0.1026568705;0.1157878203;0.2322996967;0.34;0.6;0.92;0.7;0.29;0.7;3;3
0.4791121801;0.1781114886;0.2244394195;0.89;0.3;0.30;0.4;0.76;0.6;3;4
0.2600552946;0.2425837369;0.3106975958;0.72;0.3;0.84;0.7;0.41;0.8;3;2
0.3013789519;0.1388602576;0.1902915285;0.71;0.4;0.94;0.4;0.89;0.6;0;4
0.2050587463;0.2708605064;0.0665329870;0.14;0.5;0.36;0.4;0.78;0.4;4;5
0.1647625927;0.2382342841;0.1782903890;0.13;0.6;0.63;0.4;0.87;0.3;4;1
0.4807393666;0.2786872048;0.1665607089;0.42;0.8;0.15;0.4;0.56;0.5;5;0
0.2139702625;0.2906066822;0.2983832684;0.20;0.4;0.82;0.7;0.66;0.3;4;2
0.3901779853;0.1283402146;0.3345601974;0.26;0.6;0.13;0.4;0.17;0.4;1;5
0.4257384031;0.1277884292;0.1684926838;0.24;0.5;0.19;0.7;0.79;0.5;5;3
0.3867885677;0.2846461583;0.2001057645;0.42;0.4;0.37;0.7;0.29;0.3;2;2
0.1011666626;0.1552371551;0.1226067091;0.29;0.6;0.89;0.7;0.51;0.6;1;2
0.1775258737;0.2734548641;0.3539492248;0.74;0.5;0.71;0.6;0.56;0.7;2;2
0.3390045341;0.2017858296;0.3365408932;0.82;0.5;0.35;0.8;0.92;0.4;1;0
0.5685871876;0.1675365725;0.3002864592;0.28;0.4;0.31;0.6;0.11;0.4;0;1
0.4030030861;0.2741686743;0.1609354301;0.35;0.7;0.36;0.6;0.78;0.3;4;2
0.5257899332;0.1753684879;0.2970952362;0.77;0.4;0.64;0.8;0.32;0.5;3;3
0.3691207516;0.1532759309;0.2708674182;0.94;0.3;0.67;0.7;0.53;0.5;2;4
0.1780834729;0.1249117141;0.0685738288;0.90;0.7;0.57;0.4;0.46;0.5;1;1
0.1387539448;0.1454467289;0.1888008707;0.78;0.4;0.89;0.5;0.77;0.7;2;4
0.1101358216;0.1490351803;0.1310601295;0.11;0.4;0.59;0.7;0.64;0.6;3;2
0.0955855975;0.1931462205;0.3335709906;0.38;0.6;0.77;0.5;0.75;0.4;4;2
0.1353455073;0.2070782766;0.3171398821;0.11;0.7;0.84;0.4;0.84;0.4;3;5
0.3635356594;0.1366385600;0.3152162983;0.71;0.5;0.51;0.5;0.55;0.5;5;5
0.4927288336;0.1614585927;0.3077375004;0.39;0.6;0.82;0.6;0.26;0.4;5;1
0.2944796488;0.1315845891;0.0773403020;0.31;0.5;0.17;0.7;0.44;0.8;5;4
0.0684389771;0.2820687434;0.3076386587;0.42;0.6;0.96;0.6;0.19;0.6;3;5
0.2565571062;0.2862509421;0.1820974882;0.21;0.5;0.20;0.4;0.13;0.3;2;5
0.3026086737;0.2734827551;0.2333839148;0.90;0.7;0.31;0.6;0.59;0.3;4;5
0.3724487256;0.1901983338;0.3258086527;0.78;0.6;0.14;0.7;0.70;0.7;0;1
0.2640170494;0.1356592061;0.0826361732;0.18;0.5;0.96;0.7;0.89;0.8;4;5
0.3557432531;0.1483486096;0.3543107702;0.89;0.7;0.40;0.5;0.46;0.5;1;2
0.4006911201;0.1442873987;0.2275150663;0.24;0.7;0.23;0.6;0.92;0.6;2;2
0.3832131338;0.2877800345;0.1805372520;0.42;0.5;0.84;0.3;0.85;0.6;4;1
0.4964585532;0.2903922446;0.2162727302;0.81;0.6;0.82;0.7;0.55;0.8;2;3
0.4237328998;0.2351630511;0.3618088559;0.81;0.7;0.19;0.4;0.94;0.7;4;0
0.1008927467;0.1704106503;0.1797191412;0.73;0.5;0.31;0.3;0.57;0.6;0;2
0.3974493318;0.1807147178;0.3089052217;0.19;0.6;0.22;0.6;0.58;0.3;4;2
0.5038293850;0.1849625099;0.2993575839;0.54;0.7;0.27;0.4;0.30;0.5;0;4
0.3971548518;0.1597594777;0.1970248338;0.49;0.6;0.70;0.7;0.36;0.4;3;1
0.1985343481;0.1175606995;0.3189994305;0.63;0.3;0.12;0.7;0.77;0.8;0;1
0.4868102504;0.1259054115;0.2444348988;0.86;0.8;0.66;0.7;0.37;0.5;0;4
0.5815787384;0.2541267588;0.1315907451;0.76;0.6;0.17;0.7;0.44;0.6;0;0
0.3863365622;0.1266773681;0.0806264322;0.22;0.3;0.11;0.8;0.31;0.6;0;3
0.4326051008;0.1736066113;0.0897701252;0.22;0.7;0.39;0.8;0.18;0.8;5;0
0.5335484944;0.2672375809;0.1718192760;0.69;0.8;0.60;0.3;0.65;0.7;3;5
0.2979799188;0.2196018162;0.1146527434;0.81;0.6;0.32;0.6;0.38;0.4;1;2
0.5844502322;0.1604926801;0.1806760611;0.72;0.6;0.21;0.7;0.91;0.6;2;1
0.1432075730;0.1087562169;0.0812447380;0.31;0.6;0.61;0.5;0.52;0.4;5;2
0.4352789841;0.1604142685;0.0784312407;0.64;0.7;0.28;0.5;0.50;0.5;3;5
0.3479947812;0.2441271132;0.2621308332;0.58;0.8;0.91;0.3;0.40;0.6;0;1
0.4019131606;0.2813779999;0.2494482973;0.44;0.6;0.42;0.7;0.36;0.6;3;4
0.4067704110;0.1959109191;0.2752439615;0.97;0.5;0.48;0.6;0.61;0.4;5;3
0.5697770782;0.1155993346;0.2478795562;0.36;0.4;0.10;0.8;0.79;0.7;1;1
0.1310467505;0.2235766621;0.2332592301;0.60;0.5;0.74;0.5;0.80;0.5;2;5
0.1882126977;0.2275307044;0.3241163489;0.43;0.7;0.21;0.5;0.17;0.3;3;3
0.2310456393;0.2380595339;0.2120088280;0.95;0.4;0.41;0.3;0.17;0.5;2;2
0.1212152248;0.1810575285;0.1304189996;0.74;0.8;0.78;0.8;0.21;0.5;3;1
0.4530626505;0.2630725594;0.2417431345;0.19;0.3;0.87;0.7;0.78;0.7;4;0
0.1099519150;0.1270548618;0.1787669851;0.81;0.7;0.52;0.6;0.76;0.4;5;5
0.5212588335;0.1729950275;0.0841051258;0.86;0.3;0.27;0.6;0.24;0.3;3;1
0.4722454157;0.1168942500;0.2332939225;0.60;0.8;0.22;0.8;0.32;0.5;1;2
0.4750146025;0.2328337577;0.0853772749;0.78;0.5;0.41;0.6;0.10;0.7;2;5
0.2518897024;0.1164485774;0.2202141490;0.45;0.6;0.65;0.5;0.44;0.7;0;2
